

GROUP_1	    5

SERIES_1_1	 "IVCC-I"	  ""	 07-Mar-2019	 15:26:21.967
EPC10/2-1	 C-Clamp	  0.0000 	  10.000m	  7.3014k	  6.4496p	  9.1968p
EPC10/2-2	 V-Clamp	  0.0000 	  1.0000m	  2.8735k	  0.0000 	  1.0000p
Sweep #	 R_time[s]	   Mean[V]	    Min[V]	     a2-b3	  Constant	     a5/b4
   1302	   56.181k	  -57.324p	  -463.28p	   405.96p	   10.000m	   24.633M
   1303	   56.181k	  -54.871p	  -450.09p	   395.22p	   10.000m	   25.302M
   1304	   56.181k	  -51.863p	  -436.88p	   385.01p	   10.000m	   25.973M
   1305	   56.182k	  -52.213p	  -437.56p	   385.35p	   10.000m	   25.950M
   1306	   56.182k	  -55.601p	  -451.41p	   395.81p	   10.000m	   25.265M
   1307	   56.183k	  -74.816p	  -470.28p	   395.47p	   10.000m	   25.287M
   1308	   56.183k	  -63.084p	  -453.66p	   390.57p	   10.000m	   25.603M
   1309	   56.184k	  -51.668p	  -445.69p	   394.02p	   10.000m	   25.379M
   1310	   56.184k	  -63.078p	  -446.41p	   383.33p	   10.000m	   26.087M
   1311	   56.184k	  -60.286p	  -446.06p	   385.78p	   10.000m	   25.922M
   1312	   56.185k	  -54.567p	  -453.25p	   398.68p	   10.000m	   25.083M
   1313	   56.185k	  -55.017p	  -443.00p	   387.98p	   10.000m	   25.774M
   1314	   56.186k	  -53.627p	  -449.06p	   395.44p	   10.000m	   25.289M
   1315	   56.186k	  -50.194p	  -448.62p	   398.43p	   10.000m	   25.098M
   1316	   56.187k	  -52.193p	  -443.47p	   391.28p	   10.000m	   25.557M
   1317	   56.187k	  -61.434p	  -464.06p	   402.63p	   10.000m	   24.837M
   1318	   56.188k	  -56.282p	  -441.12p	   384.84p	   10.000m	   25.985M
   1319	   56.188k	  -55.974p	  -454.06p	   398.09p	   10.000m	   25.120M
   1320	   56.188k	  -56.527p	  -448.00p	   391.47p	   10.000m	   25.545M
   1321	   56.189k	  -51.182p	  -445.63p	   394.44p	   10.000m	   25.352M
   1322	   56.189k	  -53.709p	  -449.69p	   395.98p	   10.000m	   25.254M
   1323	   56.190k	  -55.460p	  -450.91p	   395.45p	   10.000m	   25.288M
   1324	   56.190k	  -51.867p	  -446.44p	   394.57p	   10.000m	   25.344M
   1325	   56.191k	  -56.630p	  -460.53p	   403.90p	   10.000m	   24.759M
   1326	   56.191k	  -54.519p	  -456.62p	   402.11p	   10.000m	   24.869M
   1327	   56.191k	  -55.152p	  -449.97p	   394.82p	   10.000m	   25.328M
   1328	   56.192k	  -50.578p	  -447.87p	   397.30p	   10.000m	   25.170M
   1329	   56.192k	  -49.575p	  -460.75p	   411.17p	   10.000m	   24.321M
   1330	   56.193k	  -56.351p	  -457.59p	   401.24p	   10.000m	   24.923M
   1331	   56.193k	  -49.416p	  -462.34p	   412.93p	   10.000m	   24.217M
   1332	   56.194k	  -56.255p	  -458.69p	   402.43p	   10.000m	   24.849M
   1333	   56.194k	  -57.830p	  -456.44p	   398.61p	   10.000m	   25.087M
   1334	   56.195k	  -55.338p	  -445.12p	   389.79p	   10.000m	   25.655M
   1335	   56.195k	  -51.119p	  -453.62p	   402.51p	   10.000m	   24.844M
   1336	   56.195k	  -54.186p	  -456.66p	   402.47p	   10.000m	   24.847M
   1337	   56.196k	  -61.926p	  -452.59p	   390.67p	   10.000m	   25.597M
   1338	   56.196k	  -48.558p	  -468.28p	   419.72p	   10.000m	   23.825M
   1339	   56.197k	  -55.802p	  -456.94p	   401.14p	   10.000m	   24.929M
   1340	   56.197k	  -57.287p	  -465.56p	   408.28p	   10.000m	   24.493M
   1341	   56.198k	  -50.183p	  -466.47p	   416.29p	   10.000m	   24.022M
   1342	   56.198k	  -54.897p	  -462.00p	   407.10p	   10.000m	   24.564M
   1343	   56.198k	  -57.834p	  -465.81p	   407.98p	   10.000m	   24.511M
   1344	   56.199k	  -52.406p	  -474.53p	   422.13p	   10.000m	   23.690M
   1345	   56.199k	  -55.421p	  -463.09p	   407.67p	   10.000m	   24.529M
   1346	   56.200k	  -56.748p	  -466.28p	   409.53p	   10.000m	   24.418M
   1347	   56.200k	  -54.059p	  -472.94p	   418.88p	   10.000m	   23.873M
   1348	   56.201k	  -50.761p	  -465.88p	   415.11p	   10.000m	   24.090M
   1349	   56.201k	  -53.635p	  -472.19p	   418.55p	   10.000m	   23.892M
   1350	   56.202k	  -63.382p	  -465.66p	   402.27p	   10.000m	   24.859M
   1351	   56.202k	  -50.747p	  -457.91p	   407.16p	   10.000m	   24.560M
   1352	   56.202k	  -56.334p	  -458.97p	   402.63p	   10.000m	   24.836M
   1353	   56.203k	  -53.951p	  -466.50p	   412.55p	   10.000m	   24.240M
   1354	   56.203k	  -56.149p	  -462.37p	   406.23p	   10.000m	   24.617M
   1355	   56.204k	  -46.895p	  -461.50p	   414.61p	   10.000m	   24.119M
   1356	   56.204k	  -50.314p	  -462.22p	   411.90p	   10.000m	   24.277M
   1357	   56.205k	  -54.510p	  -459.38p	   404.86p	   10.000m	   24.700M
   1358	   56.205k	  -51.908p	  -461.53p	   409.62p	   10.000m	   24.413M
   1359	   56.205k	  -49.810p	  -463.66p	   413.85p	   10.000m	   24.164M
   1360	   56.206k	  -51.458p	  -474.47p	   423.01p	   10.000m	   23.640M
   1361	   56.206k	  -52.186p	  -459.22p	   407.03p	   10.000m	   24.568M
   1362	   56.207k	  -55.108p	  -460.12p	   405.02p	   10.000m	   24.690M
   1363	   56.207k	  -52.761p	  -459.87p	   407.11p	   10.000m	   24.563M
   1364	   56.208k	  -49.627p	  -462.59p	   412.97p	   10.000m	   24.215M
   1365	   56.208k	  -54.150p	  -469.00p	   414.85p	   10.000m	   24.105M
   1366	   56.209k	  -64.188p	  -480.22p	   416.03p	   10.000m	   24.037M
   1367	   56.209k	  -52.127p	  -478.28p	   426.15p	   10.000m	   23.466M
   1368	   56.209k	  -50.908p	  -458.44p	   407.53p	   10.000m	   24.538M
   1369	   56.210k	  -55.481p	  -465.66p	   410.18p	   10.000m	   24.380M
   1370	   56.210k	  -62.026p	  -467.06p	   405.04p	   10.000m	   24.689M
   1371	   56.211k	  -48.523p	  -462.19p	   413.66p	   10.000m	   24.174M
   1372	   56.211k	  -56.231p	  -474.28p	   418.05p	   10.000m	   23.921M
   1373	   56.212k	  -58.683p	  -472.28p	   413.60p	   10.000m	   24.178M
   1374	   56.212k	  -48.844p	  -454.22p	   405.37p	   10.000m	   24.669M
   1375	   56.212k	  -52.441p	  -466.13p	   413.68p	   10.000m	   24.173M
   1376	   56.213k	  -49.081p	  -466.25p	   417.17p	   10.000m	   23.971M
   1377	   56.213k	  -48.951p	  -463.69p	   414.74p	   10.000m	   24.112M
   1378	   56.214k	  -59.656p	  -478.03p	   418.38p	   10.000m	   23.902M
   1379	   56.214k	  -56.295p	  -464.97p	   408.67p	   10.000m	   24.469M
   1380	   56.215k	  -53.573p	  -460.06p	   406.49p	   10.000m	   24.601M
   1381	   56.215k	  -51.251p	  -465.75p	   414.50p	   10.000m	   24.126M
   1382	   56.216k	  -57.800p	  -467.88p	   410.08p	   10.000m	   24.386M
   1383	   56.216k	  -53.506p	  -459.25p	   405.74p	   10.000m	   24.646M
   1384	   56.216k	  -52.752p	  -463.31p	   410.56p	   10.000m	   24.357M
   1385	   56.217k	  -55.063p	  -471.28p	   416.22p	   10.000m	   24.026M
   1386	   56.217k	  -50.754p	  -468.66p	   417.90p	   10.000m	   23.929M
   1387	   56.218k	  -55.436p	  -471.63p	   416.19p	   10.000m	   24.028M
   1388	   56.218k	  -56.426p	  -470.22p	   413.79p	   10.000m	   24.167M
   1389	   56.219k	  -51.727p	  -464.47p	   412.74p	   10.000m	   24.228M
   1390	   56.219k	  -53.475p	  -474.16p	   420.68p	   10.000m	   23.771M
   1391	   56.219k	  -51.749p	  -467.56p	   415.81p	   10.000m	   24.049M
   1392	   56.220k	  -51.671p	  -466.87p	   415.20p	   10.000m	   24.085M
   1393	   56.220k	  -48.127p	  -461.97p	   413.84p	   10.000m	   24.164M
   1394	   56.221k	  -54.893p	  -465.84p	   410.95p	   10.000m	   24.334M
   1395	   56.221k	  -327.86p	  -521.87p	   194.02p	   10.000m	   51.542M
   1396	   56.222k	  -51.697p	  -474.66p	   422.96p	   10.000m	   23.643M
   1397	   56.222k	  -54.883p	  -463.62p	   408.74p	   10.000m	   24.465M
   1398	   56.223k	  -52.090p	  -458.75p	   406.66p	   10.000m	   24.591M
   1399	   56.223k	  -54.193p	  -467.81p	   413.62p	   10.000m	   24.177M
   1400	   56.223k	  -51.459p	  -462.44p	   410.98p	   10.000m	   24.332M
   1401	   56.224k	  -52.887p	  -461.53p	   408.64p	   10.000m	   24.471M
   1402	   56.224k	  -50.593p	  -457.91p	   407.31p	   10.000m	   24.551M
   1403	   56.225k	  -51.111p	  -470.34p	   419.23p	   10.000m	   23.853M
   1404	   56.225k	  -105.06p	  -548.84p	   443.79p	   10.000m	   22.533M
   1405	   56.226k	  -50.273p	  -465.75p	   415.48p	   10.000m	   24.069M
   1406	   56.226k	  -56.947p	  -460.91p	   403.96p	   10.000m	   24.755M
   1407	   56.226k	  -47.146p	  -456.09p	   408.95p	   10.000m	   24.453M
   1408	   56.227k	  -52.291p	  -462.22p	   409.93p	   10.000m	   24.395M
   1409	   56.227k	  -51.550p	  -469.91p	   418.36p	   10.000m	   23.903M
   1410	   56.228k	  -55.833p	  -456.88p	   401.04p	   10.000m	   24.935M
   1411	   56.228k	  -48.468p	  -461.16p	   412.69p	   10.000m	   24.231M
   1412	   56.229k	  -64.937p	  -473.84p	   408.91p	   10.000m	   24.455M
   1413	   56.229k	  -55.346p	  -468.66p	   413.31p	   10.000m	   24.195M
   1414	   56.230k	  -53.705p	  -460.09p	   406.39p	   10.000m	   24.607M
   1415	   56.230k	  -58.138p	  -469.22p	   411.08p	   10.000m	   24.326M
   1416	   56.230k	  -57.428p	  -477.69p	   420.26p	   10.000m	   23.795M
   1417	   56.231k	  -51.647p	  -465.66p	   414.01p	   10.000m	   24.154M
   1418	   56.231k	  -53.456p	  -459.41p	   405.95p	   10.000m	   24.634M
   1419	   56.232k	  -46.028p	  -461.00p	   414.97p	   10.000m	   24.098M
   1420	   56.232k	  -54.782p	  -469.34p	   414.56p	   10.000m	   24.122M
   1421	   56.233k	  -47.331p	  -466.41p	   419.08p	   10.000m	   23.862M
   1422	   56.233k	  -57.365p	  -466.97p	   409.60p	   10.000m	   24.414M
   1423	   56.233k	  -51.267p	  -470.84p	   419.58p	   10.000m	   23.834M
   1424	   56.234k	  -55.280p	  -460.37p	   405.10p	   10.000m	   24.686M
   1425	   56.234k	  -54.679p	  -477.88p	   423.20p	   10.000m	   23.630M
   1426	   56.235k	  -56.697p	  -472.84p	   416.15p	   10.000m	   24.030M
   1427	   56.235k	  -56.559p	  -494.00p	   437.44p	   10.000m	   22.860M
   1428	   56.236k	  -48.414p	  -492.03p	   443.62p	   10.000m	   22.542M
   1429	   56.236k	  -58.994p	  -498.84p	   439.85p	   10.000m	   22.735M
   1430	   56.237k	  -54.322p	  -490.38p	   436.05p	   10.000m	   22.933M
   1431	   56.237k	  -52.038p	  -488.81p	   436.77p	   10.000m	   22.895M
   1432	   56.237k	  -55.202p	  -493.50p	   438.30p	   10.000m	   22.816M
   1433	   56.238k	  -52.332p	  -494.31p	   441.98p	   10.000m	   22.625M
   1434	   56.238k	  -50.490p	  -488.87p	   438.38p	   10.000m	   22.811M
   1435	   56.239k	  -51.527p	  -497.06p	   445.54p	   10.000m	   22.445M
   1436	   56.239k	  -62.144p	  -499.37p	   437.23p	   10.000m	   22.871M
   1437	   56.240k	  -53.166p	  -486.94p	   433.77p	   10.000m	   23.054M
   1438	   56.240k	  -54.733p	  -488.87p	   434.14p	   10.000m	   23.034M
   1439	   56.240k	  -51.582p	  -493.16p	   441.57p	   10.000m	   22.646M
   1440	   56.241k	  -53.156p	  -495.12p	   441.97p	   10.000m	   22.626M
   1441	   56.241k	  -61.007p	  -498.16p	   437.15p	   10.000m	   22.875M
   1442	   56.242k	  -47.712p	  -497.41p	   449.69p	   10.000m	   22.237M
   1443	   56.242k	  -55.780p	  -500.31p	   444.53p	   10.000m	   22.496M
   1444	   56.243k	  -48.417p	  -485.16p	   436.74p	   10.000m	   22.897M
   1445	   56.243k	  -50.357p	  -482.47p	   432.11p	   10.000m	   23.142M
   1446	   56.244k	  -52.350p	  -495.38p	   443.02p	   10.000m	   22.572M
   1447	   56.244k	  -54.635p	  -497.97p	   443.33p	   10.000m	   22.556M
   1448	   56.244k	  -51.334p	  -487.91p	   436.57p	   10.000m	   22.906M
   1449	   56.245k	  -49.742p	  -486.84p	   437.10p	   10.000m	   22.878M
   1450	   56.245k	  -50.864p	  -494.69p	   443.82p	   10.000m	   22.532M
   1451	   56.246k	  -53.359p	  -492.28p	   438.92p	   10.000m	   22.783M
   1452	   56.246k	  -53.955p	  -498.38p	   444.42p	   10.000m	   22.501M
   1453	   56.247k	  -51.991p	  -497.94p	   445.95p	   10.000m	   22.424M
   1454	   56.247k	  -53.005p	  -493.75p	   440.74p	   10.000m	   22.689M
   1455	   56.247k	  -51.597p	  -497.91p	   446.31p	   10.000m	   22.406M
   1456	   56.248k	  -51.420p	  -493.12p	   441.70p	   10.000m	   22.640M
   1457	   56.248k	  -54.585p	  -486.59p	   432.01p	   10.000m	   23.148M
   1458	   56.249k	  -55.237p	  -493.78p	   438.54p	   10.000m	   22.803M
   1459	   56.249k	  -52.627p	  -492.66p	   440.03p	   10.000m	   22.726M
   1460	   56.250k	  -60.969p	  -499.37p	   438.41p	   10.000m	   22.810M
   1461	   56.250k	  -54.358p	  -491.66p	   437.30p	   10.000m	   22.868M
   1462	   56.251k	  -49.935p	  -485.09p	   435.16p	   10.000m	   22.980M
   1463	   56.251k	  -53.824p	  -497.06p	   443.24p	   10.000m	   22.561M
   1464	   56.251k	  -52.308p	  -550.22p	   497.91p	   10.000m	   20.084M
   1465	   56.252k	  -52.616p	  -489.91p	   437.29p	   10.000m	   22.868M
   1466	   56.252k	  -53.917p	  -502.28p	   448.36p	   10.000m	   22.303M
   1467	   56.253k	  -55.614p	  -500.44p	   444.82p	   10.000m	   22.481M
   1468	   56.253k	  -53.692p	  -499.56p	   445.87p	   10.000m	   22.428M
   1469	   56.254k	  -53.019p	  -494.03p	   441.01p	   10.000m	   22.675M
   1470	   56.254k	  -51.247p	  -499.06p	   447.82p	   10.000m	   22.331M
   1471	   56.254k	  -51.145p	  -506.53p	   455.39p	   10.000m	   21.959M
   1472	   56.255k	  -50.467p	  -504.28p	   453.81p	   10.000m	   22.035M
   1473	   56.255k	  -52.552p	  -492.22p	   439.67p	   10.000m	   22.745M
   1474	   56.256k	  -51.099p	  -494.75p	   443.65p	   10.000m	   22.540M
   1475	   56.256k	  -55.123p	  -499.41p	   444.28p	   10.000m	   22.508M
   1476	   56.257k	  -89.870p	  -540.75p	   450.88p	   10.000m	   22.179M
   1477	   56.257k	  -52.178p	  -488.75p	   436.57p	   10.000m	   22.906M
   1478	   56.258k	  -54.163p	  -500.19p	   446.02p	   10.000m	   22.420M
   1479	   56.258k	  -60.071p	  -504.75p	   444.68p	   10.000m	   22.488M
   1480	   56.258k	  -61.001p	  -507.56p	   446.56p	   10.000m	   22.393M
   1481	   56.259k	  -59.671p	  -505.81p	   446.14p	   10.000m	   22.414M
   1482	   56.259k	  -55.849p	  -498.91p	   443.06p	   10.000m	   22.570M
   1483	   56.260k	  -59.844p	  -495.72p	   435.88p	   10.000m	   22.942M
   1484	   56.260k	  -56.282p	  -508.53p	   452.25p	   10.000m	   22.112M
   1485	   56.261k	  -58.705p	  -499.53p	   440.83p	   10.000m	   22.685M
   1486	   56.261k	  -72.471p	  -550.97p	   478.50p	   10.000m	   20.899M
   1487	   56.261k	  -53.260p	  -492.53p	   439.27p	   10.000m	   22.765M
   1488	   56.262k	  -56.928p	  -507.56p	   450.63p	   10.000m	   22.191M
   1489	   56.262k	  -55.126p	  -499.00p	   443.87p	   10.000m	   22.529M
   1490	   56.263k	  -90.137p	  -529.19p	   439.05p	   10.000m	   22.776M
   1491	   56.263k	  -53.485p	  -498.84p	   445.36p	   10.000m	   22.454M
   1492	   56.264k	  -50.495p	  -499.28p	   448.79p	   10.000m	   22.282M
   1493	   56.264k	  -55.076p	  -505.50p	   450.42p	   10.000m	   22.201M
   1494	   56.265k	  -51.476p	  -488.38p	   436.90p	   10.000m	   22.889M
   1495	   56.265k	  -59.745p	  -504.97p	   445.22p	   10.000m	   22.461M
   1496	   56.265k	  -48.939p	  -493.03p	   444.09p	   10.000m	   22.518M
   1497	   56.266k	  -53.391p	  -496.25p	   442.86p	   10.000m	   22.581M
   1498	   56.266k	  -50.979p	  -501.97p	   450.99p	   10.000m	   22.173M
   1499	   56.267k	  -52.242p	  -498.00p	   445.76p	   10.000m	   22.434M
   1500	   56.267k	  -55.162p	  -498.25p	   443.09p	   10.000m	   22.569M
   1501	   56.268k	  -54.375p	  -504.78p	   450.41p	   10.000m	   22.202M
   1502	   56.268k	  -53.713p	  -507.69p	   453.97p	   10.000m	   22.028M
   1503	   56.268k	  -53.546p	  -501.34p	   447.80p	   10.000m	   22.332M
   1504	   56.269k	  -53.141p	  -506.63p	   453.48p	   10.000m	   22.051M
   1505	   56.269k	  -53.748p	  -503.00p	   449.25p	   10.000m	   22.259M
   1506	   56.270k	  -56.785p	  -503.12p	   446.34p	   10.000m	   22.404M
   1507	   56.270k	  -52.248p	  -498.09p	   445.85p	   10.000m	   22.429M
   1508	   56.271k	  -51.304p	  -500.38p	   449.07p	   10.000m	   22.268M
   1509	   56.271k	  -53.296p	  -501.47p	   448.17p	   10.000m	   22.313M
   1510	   56.272k	  -51.079p	  -492.00p	   440.92p	   10.000m	   22.680M
   1511	   56.272k	  -55.806p	  -502.84p	   447.04p	   10.000m	   22.369M
   1512	   56.272k	  -53.348p	  -504.94p	   451.59p	   10.000m	   22.144M
   1513	   56.273k	  -49.703p	  -498.38p	   448.67p	   10.000m	   22.288M
   1514	   56.273k	  -56.710p	  -493.62p	   436.92p	   10.000m	   22.888M
   1515	   56.274k	  -53.742p	  -509.81p	   456.07p	   10.000m	   21.926M
   1516	   56.274k	  -53.705p	  -496.78p	   443.08p	   10.000m	   22.569M
   1517	   56.275k	  -102.17p	  -646.12p	   543.96p	   10.000m	   18.384M
   1518	   56.275k	  -65.245p	  -499.97p	   434.72p	   10.000m	   23.003M
   1519	   56.275k	  -55.719p	  -510.47p	   454.75p	   10.000m	   21.990M
   1520	   56.276k	  -54.715p	  -502.44p	   447.72p	   10.000m	   22.335M
   1521	   56.276k	  -56.963p	  -495.44p	   438.47p	   10.000m	   22.806M
   1522	   56.277k	  -50.096p	  -512.69p	   462.59p	   10.000m	   21.617M
   1523	   56.277k	  -53.057p	  -504.97p	   451.91p	   10.000m	   22.128M
   1524	   56.278k	  -55.321p	  -502.28p	   446.96p	   10.000m	   22.373M
   1525	   56.278k	  -55.012p	  -503.31p	   448.30p	   10.000m	   22.306M
   1526	   56.279k	  -52.448p	  -504.31p	   451.86p	   10.000m	   22.131M
   1527	   56.279k	  -56.506p	  -498.53p	   442.02p	   10.000m	   22.623M
   1528	   56.279k	  -57.165p	  -509.22p	   452.05p	   10.000m	   22.121M
   1529	   56.280k	  -47.732p	  -489.47p	   441.74p	   10.000m	   22.638M
   1530	   56.280k	  -60.556p	  -506.34p	   445.79p	   10.000m	   22.432M
   1531	   56.281k	  -53.696p	  -503.91p	   450.21p	   10.000m	   22.212M
   1532	   56.281k	  -51.679p	  -498.72p	   447.04p	   10.000m	   22.369M
   1533	   56.282k	  -50.298p	  -508.59p	   458.30p	   10.000m	   21.820M
   1534	   56.282k	  -60.180p	  -503.34p	   443.16p	   10.000m	   22.565M
   1535	   56.282k	  -53.540p	  -499.47p	   445.93p	   10.000m	   22.425M
   1536	   56.283k	  -54.130p	  -503.53p	   449.40p	   10.000m	   22.252M
   1537	   56.283k	  -54.840p	  -500.19p	   445.35p	   10.000m	   22.454M
   1538	   56.284k	  -53.015p	  -501.56p	   448.55p	   10.000m	   22.294M
   1539	   56.284k	  -56.921p	  -501.44p	   444.52p	   10.000m	   22.496M
   1540	   56.285k	  -52.699p	  -515.62p	   462.93p	   10.000m	   21.602M
   1541	   56.285k	  -55.222p	  -503.84p	   448.62p	   10.000m	   22.290M
   1542	   56.286k	  -50.542p	  -496.66p	   446.11p	   10.000m	   22.416M
   1543	   56.286k	  -63.800p	  -495.66p	   431.86p	   10.000m	   23.156M
   1544	   56.286k	  -74.190p	  -646.19p	   572.00p	   10.000m	   17.483M
   1545	   56.287k	  -50.713p	  -505.75p	   455.04p	   10.000m	   21.976M
   1546	   56.287k	  -58.611p	  -510.97p	   452.36p	   10.000m	   22.106M
   1547	   56.288k	  -57.025p	  -503.00p	   445.98p	   10.000m	   22.423M
   1548	   56.288k	  -49.183p	  -492.25p	   443.07p	   10.000m	   22.570M
   1549	   56.289k	  -52.851p	  -535.62p	   482.77p	   10.000m	   20.714M
   1550	   56.289k	  -58.093p	  -505.03p	   446.94p	   10.000m	   22.374M
   1551	   56.289k	  -52.618p	  -505.72p	   453.10p	   10.000m	   22.070M
   1552	   56.290k	  -50.038p	  -510.62p	   460.59p	   10.000m	   21.711M
   1553	   56.290k	  -53.617p	  -517.44p	   463.82p	   10.000m	   21.560M
   1554	   56.291k	  -109.36p	  -537.59p	   428.23p	   10.000m	   23.352M
   1555	   56.291k	  -61.978p	  -516.75p	   454.77p	   10.000m	   21.989M
   1556	   56.292k	  -61.370p	  -516.72p	   455.35p	   10.000m	   21.961M
   1557	   56.292k	  -52.274p	  -510.50p	   458.23p	   10.000m	   21.823M
   1558	   56.293k	  -96.493p	  -516.06p	   419.57p	   10.000m	   23.834M
   1559	   56.293k	  -50.842p	  -502.41p	   451.56p	   10.000m	   22.145M
   1560	   56.293k	  -57.548p	  -520.19p	   462.64p	   10.000m	   21.615M
   1561	   56.294k	  -49.866p	  -506.66p	   456.79p	   10.000m	   21.892M
   1562	   56.294k	  -53.232p	  -503.75p	   450.52p	   10.000m	   22.197M
   1563	   56.295k	  -53.271p	  -514.13p	   460.85p	   10.000m	   21.699M
   1564	   56.295k	  -47.865p	  -506.75p	   458.89p	   10.000m	   21.792M
   1565	   56.296k	  -56.265p	  -528.09p	   471.83p	   10.000m	   21.194M
   1566	   56.296k	  -59.420p	  -509.94p	   450.52p	   10.000m	   22.197M
   1567	   56.296k	  -58.434p	  -546.94p	   488.50p	   10.000m	   20.471M
   1568	   56.297k	  -56.033p	  -519.31p	   463.28p	   10.000m	   21.585M
   1569	   56.297k	  -51.528p	  -511.94p	   460.41p	   10.000m	   21.720M
   1570	   56.298k	  -55.269p	  -522.22p	   466.95p	   10.000m	   21.416M
   1571	   56.298k	  -57.068p	  -513.06p	   455.99p	   10.000m	   21.930M
   1572	   56.299k	  -48.998p	  -507.97p	   458.97p	   10.000m	   21.788M
   1573	   56.299k	  -49.624p	  -523.47p	   473.84p	   10.000m	   21.104M
   1574	   56.300k	  -58.232p	  -526.69p	   468.46p	   10.000m	   21.347M
   1575	   56.300k	  -53.480p	  -511.81p	   458.33p	   10.000m	   21.818M
   1576	   56.300k	  -52.563p	  -520.84p	   468.28p	   10.000m	   21.355M
   1577	   56.301k	  -52.437p	  -525.41p	   472.97p	   10.000m	   21.143M
   1578	   56.301k	  -57.335p	  -518.38p	   461.04p	   10.000m	   21.690M
   1579	   56.302k	  -53.228p	  -515.06p	   461.83p	   10.000m	   21.653M
   1580	   56.302k	  -50.451p	  -517.59p	   467.14p	   10.000m	   21.407M
   1581	   56.303k	  -157.78p	  -623.47p	   465.69p	   10.000m	   21.474M
   1582	   56.303k	  -52.016p	  -526.16p	   474.14p	   10.000m	   21.091M
   1583	   56.303k	  -49.246p	  -514.28p	   465.03p	   10.000m	   21.504M
   1584	   56.304k	  -51.207p	  -518.03p	   466.82p	   10.000m	   21.421M
   1585	   56.304k	  -52.990p	  -519.66p	   466.67p	   10.000m	   21.429M
   1586	   56.305k	  -53.162p	  -517.50p	   464.34p	   10.000m	   21.536M
   1587	   56.305k	  -50.312p	  -520.69p	   470.38p	   10.000m	   21.260M
   1588	   56.306k	  -56.539p	  -523.75p	   467.21p	   10.000m	   21.404M
   1589	   56.306k	  -54.095p	  -522.97p	   468.87p	   10.000m	   21.328M
   1590	   56.307k	  -54.170p	  -523.25p	   469.08p	   10.000m	   21.318M
   1591	   56.307k	  -53.865p	  -524.25p	   470.39p	   10.000m	   21.259M
   1592	   56.307k	  -58.742p	  -518.06p	   459.32p	   10.000m	   21.771M
   1593	   56.308k	  -58.607p	  -524.69p	   466.08p	   10.000m	   21.456M
   1594	   56.308k	  -58.490p	  -523.12p	   464.64p	   10.000m	   21.522M
   1595	   56.309k	  -52.645p	  -514.94p	   462.29p	   10.000m	   21.631M
   1596	   56.309k	  -51.372p	  -522.41p	   471.03p	   10.000m	   21.230M
   1597	   56.310k	  -52.845p	  -518.97p	   466.12p	   10.000m	   21.454M
   1598	   56.310k	  -54.084p	  -516.41p	   462.32p	   10.000m	   21.630M
   1599	   56.310k	  -57.314p	  -521.12p	   463.81p	   10.000m	   21.560M
   1600	   56.311k	  -57.175p	  -531.50p	   474.32p	   10.000m	   21.083M
   1601	   56.311k	  -55.949p	  -517.94p	   461.99p	   10.000m	   21.646M
   1602	   56.312k	  -53.561p	  -521.09p	   467.53p	   10.000m	   21.389M
   1603	   56.312k	  -50.494p	  -506.59p	   456.10p	   10.000m	   21.925M
   1604	   56.313k	  -53.406p	  -522.37p	   468.97p	   10.000m	   21.323M
   1605	   56.313k	  -49.393p	  -519.81p	   470.42p	   10.000m	   21.258M
   1606	   56.314k	  -52.553p	  -518.50p	   465.95p	   10.000m	   21.462M
   1607	   56.314k	  -57.938p	  -526.09p	   468.16p	   10.000m	   21.360M
   1608	   56.314k	  -57.315p	  -512.03p	   454.72p	   10.000m	   21.992M
   1609	   56.315k	  -76.318p	  -754.94p	   678.62p	   10.000m	   14.736M
   1610	   56.315k	  -52.337p	  -510.59p	   458.26p	   10.000m	   21.822M
   1611	   56.316k	  -47.701p	  -517.28p	   469.58p	   10.000m	   21.296M
   1612	   56.316k	  -53.371p	  -517.13p	   463.75p	   10.000m	   21.563M
   1613	   56.317k	  -57.621p	  -520.78p	   463.16p	   10.000m	   21.591M
   1614	   56.317k	  -52.159p	  -519.00p	   466.84p	   10.000m	   21.421M
   1615	   56.317k	  -58.557p	  -517.03p	   458.47p	   10.000m	   21.811M
   1616	   56.318k	  -60.309p	  -523.97p	   463.66p	   10.000m	   21.568M
   1617	   56.318k	  -51.225p	  -511.87p	   460.65p	   10.000m	   21.708M
   1618	   56.319k	  -54.500p	  -513.62p	   459.12p	   10.000m	   21.781M
   1619	   56.319k	  -50.711p	  -505.25p	   454.54p	   10.000m	   22.000M
   1620	   56.320k	  -52.935p	  -518.84p	   465.91p	   10.000m	   21.463M
   1621	   56.320k	  -52.819p	  -516.28p	   463.46p	   10.000m	   21.577M
   1622	   56.321k	  -55.620p	  -517.50p	   461.88p	   10.000m	   21.651M
   1623	   56.321k	  -54.039p	  -514.00p	   459.96p	   10.000m	   21.741M
   1624	   56.321k	  -54.411p	  -517.44p	   463.03p	   10.000m	   21.597M
   1625	   56.322k	  -61.994p	  -524.28p	   462.29p	   10.000m	   21.632M
   1626	   56.322k	  -52.416p	  -515.78p	   463.37p	   10.000m	   21.581M
   1627	   56.323k	  -50.812p	  -507.81p	   457.00p	   10.000m	   21.882M
   1628	   56.323k	  -55.521p	  -516.41p	   460.89p	   10.000m	   21.697M
   1629	   56.324k	  -55.662p	  -507.62p	   451.96p	   10.000m	   22.126M
