17-May-2019 11:54:01


GROUP_1	    5

SERIES_1_1	 "IVCC-I"	  ""	 17-May-2019	 11:35:58.858
EPC10/2-1	 C-Clamp	  0.0000 	  10.000m	  7.3014k	  6.8829p	  17.772p
EPC10/2-2	 V-Clamp	  0.0000 	  1.0000m	  2.8735k	  0.0000 	  1.0000p
Sweep #	 R_time[s]	   Mean[V]	    Min[V]	     a2-b3	  Constant	     a5/b4
   1314	   42.503k	  -158.73p	  -968.87p	   810.15p	   10.000m	   12.343M
   1315	   42.504k	  -150.13p	  -952.84p	   802.71p	   10.000m	   12.458M
   1316	   42.504k	  -153.86p	  -939.34p	   785.48p	   10.000m	   12.731M
   1317	   42.505k	  -148.68p	  -963.50p	   814.82p	   10.000m	   12.273M
   1318	   42.505k	  -159.47p	  -955.47p	   796.00p	   10.000m	   12.563M
   1319	   42.505k	  -150.37p	  -943.91p	   793.54p	   10.000m	   12.602M
   1320	   42.506k	  -152.94p	  -947.47p	   794.53p	   10.000m	   12.586M
   1321	   42.506k	  -146.05p	  -971.66p	   825.61p	   10.000m	   12.112M
   1322	   42.507k	  -155.30p	  -958.81p	   803.51p	   10.000m	   12.445M
   1323	   42.507k	  -148.63p	  -952.09p	   803.46p	   10.000m	   12.446M
   1324	   42.508k	  -153.17p	  -933.03p	   779.86p	   10.000m	   12.823M
   1325	   42.508k	  -167.72p	  -946.81p	   779.09p	   10.000m	   12.835M
   1326	   42.508k	  -155.95p	  -943.47p	   787.52p	   10.000m	   12.698M
   1327	   42.509k	  -145.48p	  -944.69p	   799.21p	   10.000m	   12.512M
   1328	   42.509k	  -152.04p	  -949.78p	   797.74p	   10.000m	   12.535M
   1329	   42.510k	  -162.21p	  -966.72p	   804.51p	   10.000m	   12.430M
   1330	   42.510k	  -152.88p	  -938.87p	   786.00p	   10.000m	   12.723M
   1331	   42.511k	  -146.43p	  -945.72p	   799.29p	   10.000m	   12.511M
   1332	   42.511k	  -143.24p	  -952.66p	   809.42p	   10.000m	   12.355M
   1333	   42.512k	  -142.04p	  -952.66p	   810.62p	   10.000m	   12.336M
   1334	   42.512k	  -152.78p	  -938.97p	   786.19p	   10.000m	   12.720M
   1335	   42.512k	  -160.78p	  -951.88p	   791.10p	   10.000m	   12.641M
   1336	   42.513k	  -147.97p	  -946.25p	   798.28p	   10.000m	   12.527M
   1337	   42.513k	  -152.74p	  -941.34p	   788.60p	   10.000m	   12.681M
   1338	   42.514k	  -149.69p	  -933.62p	   783.93p	   10.000m	   12.756M
   1339	   42.514k	  -158.78p	  -936.62p	   777.84p	   10.000m	   12.856M
   1340	   42.515k	  -153.16p	  -967.97p	   814.81p	   10.000m	   12.273M
   1341	   42.515k	  -152.34p	  -932.00p	   779.66p	   10.000m	   12.826M
   1342	   42.515k	  -151.19p	  -933.69p	   782.50p	   10.000m	   12.780M
   1343	   42.516k	  -150.45p	  -955.91p	   805.46p	   10.000m	   12.415M
   1344	   42.516k	  -152.37p	  -949.97p	   797.59p	   10.000m	   12.538M
   1345	   42.517k	  -150.56p	  -963.03p	   812.47p	   10.000m	   12.308M
   1346	   42.517k	  -149.91p	  -933.50p	   783.59p	   10.000m	   12.762M
   1347	   42.518k	  -156.64p	  -937.09p	   780.45p	   10.000m	   12.813M
   1348	   42.518k	  -158.44p	  -961.97p	   803.52p	   10.000m	   12.445M
   1349	   42.519k	  -154.84p	  -956.09p	   801.25p	   10.000m	   12.481M
   1350	   42.519k	  -165.50p	  -960.56p	   795.06p	   10.000m	   12.578M
   1351	   42.519k	  -148.93p	  -939.53p	   790.60p	   10.000m	   12.649M
   1352	   42.520k	  -156.32p	  -943.38p	   787.05p	   10.000m	   12.706M
   1353	   42.520k	  -155.82p	  -936.09p	   780.27p	   10.000m	   12.816M
   1354	   42.521k	  -151.22p	  -955.06p	   803.84p	   10.000m	   12.440M
   1355	   42.521k	  -151.42p	  -932.56p	   781.14p	   10.000m	   12.802M
   1356	   42.522k	  -146.18p	  -935.50p	   789.32p	   10.000m	   12.669M
   1357	   42.522k	  -159.33p	  -959.75p	   800.42p	   10.000m	   12.493M
   1358	   42.522k	  -149.49p	  -941.59p	   792.11p	   10.000m	   12.625M
   1359	   42.523k	  -153.58p	  -927.38p	   773.79p	   10.000m	   12.923M
   1360	   42.523k	  -158.84p	  -968.78p	   809.94p	   10.000m	   12.347M
   1361	   42.524k	  -163.11p	  -929.41p	   766.30p	   10.000m	   13.050M
   1362	   42.524k	  -140.37p	  -928.63p	   788.25p	   10.000m	   12.686M
   1363	   42.525k	  -160.22p	  -928.72p	   768.50p	   10.000m	   13.012M
   1364	   42.525k	  -160.27p	  -946.47p	   786.20p	   10.000m	   12.719M
   1365	   42.526k	  -146.25p	  -941.56p	   795.31p	   10.000m	   12.574M
   1366	   42.526k	  -147.97p	  -945.91p	   797.94p	   10.000m	   12.532M
   1367	   42.526k	  -147.05p	  -931.09p	   784.04p	   10.000m	   12.754M
   1368	   42.527k	  -141.29p	  -726.03p	   584.74p	   10.000m	   17.102M
   1369	   42.527k	  -153.24p	  -949.66p	   796.42p	   10.000m	   12.556M
   1370	   42.528k	  -144.88p	  -934.66p	   789.78p	   10.000m	   12.662M
   1371	   42.528k	  -152.75p	  -948.78p	   796.03p	   10.000m	   12.562M
   1372	   42.529k	  -149.90p	  -942.72p	   792.82p	   10.000m	   12.613M
   1373	   42.529k	  -160.78p	  -943.97p	   783.19p	   10.000m	   12.768M
   1374	   42.529k	  -156.50p	  -934.75p	   778.25p	   10.000m	   12.849M
   1375	   42.530k	  -153.81p	  -960.19p	   806.38p	   10.000m	   12.401M
   1376	   42.530k	  -163.37p	  -952.53p	   789.16p	   10.000m	   12.672M
   1377	   42.531k	  -153.42p	  -952.72p	   799.30p	   10.000m	   12.511M
   1378	   42.531k	  -165.53p	  -949.25p	   783.72p	   10.000m	   12.760M
   1379	   42.532k	  -155.93p	  -978.53p	   822.60p	   10.000m	   12.157M
   1380	   42.532k	  -156.58p	  -959.81p	   803.24p	   10.000m	   12.450M
   1381	   42.533k	  -164.33p	  -958.59p	   794.26p	   10.000m	   12.590M
   1382	   42.533k	  -157.72p	  -953.47p	   795.75p	   10.000m	   12.567M
   1383	   42.533k	  -166.35p	  -998.53p	   832.18p	   10.000m	   12.017M
   1384	   42.534k	  -159.32p	  -961.66p	   802.34p	   10.000m	   12.464M
   1385	   42.534k	  -162.55p	  -952.47p	   789.92p	   10.000m	   12.659M
   1386	   42.535k	  -157.75p	  -950.94p	   793.18p	   10.000m	   12.607M
   1387	   42.535k	  -162.44p	  -956.81p	   794.38p	   10.000m	   12.588M
   1388	   42.536k	  -162.77p	  -975.88p	   813.10p	   10.000m	   12.299M
   1389	   42.536k	  -160.66p	  -974.03p	   813.38p	   10.000m	   12.294M
   1390	   42.536k	  -165.71p	  -999.16p	   833.45p	   10.000m	   11.998M
   1391	   42.537k	  -165.77p	  -964.59p	   798.83p	   10.000m	   12.518M
   1392	   42.537k	  -166.56p	  -965.81p	   799.25p	   10.000m	   12.512M
   1393	   42.538k	  -167.35p	  -975.94p	   808.59p	   10.000m	   12.367M
   1394	   42.538k	  -170.08p	  -949.41p	   779.32p	   10.000m	   12.832M
   1395	   42.539k	  -164.75p	  -960.03p	   795.28p	   10.000m	   12.574M
   1396	   42.539k	  -168.26p	  -989.06p	   820.80p	   10.000m	   12.183M
   1397	   42.540k	  -163.24p	  -975.41p	   812.17p	   10.000m	   12.313M
   1398	   42.540k	  -157.73p	  -967.28p	   809.55p	   10.000m	   12.352M
   1399	   42.540k	  -164.00p	  -950.72p	   786.72p	   10.000m	   12.711M
   1400	   42.541k	  -166.33p	  -976.50p	   810.17p	   10.000m	   12.343M
   1401	   42.541k	  -179.41p	  -954.91p	   775.49p	   10.000m	   12.895M
   1402	   42.542k	  -158.03p	  -956.47p	   798.44p	   10.000m	   12.524M
   1403	   42.542k	  -156.02p	  -964.00p	   807.98p	   10.000m	   12.377M
   1404	   42.543k	  -161.51p	  -955.16p	   793.65p	   10.000m	   12.600M
   1405	   42.543k	  -161.98p	  -1.0240n	   862.02p	   10.000m	   11.601M
   1406	   42.543k	  -171.33p	  -963.50p	   792.17p	   10.000m	   12.624M
   1407	   42.544k	  -155.85p	  -966.88p	   811.02p	   10.000m	   12.330M
   1408	   42.544k	  -164.82p	  -1.0007n	   835.84p	   10.000m	   11.964M
   1409	   42.545k	  -166.89p	  -957.72p	   790.83p	   10.000m	   12.645M
   1410	   42.545k	  -151.65p	  -958.13p	   806.47p	   10.000m	   12.400M
   1411	   42.546k	  -145.60p	  -958.28p	   812.68p	   10.000m	   12.305M
   1412	   42.546k	  -152.90p	  -938.50p	   785.60p	   10.000m	   12.729M
   1413	   42.547k	  -153.14p	  -947.22p	   794.08p	   10.000m	   12.593M
   1414	   42.547k	  -155.39p	  -956.12p	   800.74p	   10.000m	   12.488M
   1415	   42.547k	  -162.61p	  -970.16p	   807.55p	   10.000m	   12.383M
   1416	   42.548k	  -158.11p	  -962.06p	   803.96p	   10.000m	   12.438M
   1417	   42.548k	  -157.67p	  -950.31p	   792.64p	   10.000m	   12.616M
   1418	   42.549k	  -156.91p	  -966.59p	   809.69p	   10.000m	   12.350M
   1419	   42.549k	  -161.20p	  -976.28p	   815.08p	   10.000m	   12.269M
   1420	   42.550k	  -158.14p	  -954.03p	   795.89p	   10.000m	   12.565M
   1421	   42.550k	  -154.02p	  -941.41p	   787.38p	   10.000m	   12.700M
   1422	   42.550k	  -156.49p	  -952.41p	   795.92p	   10.000m	   12.564M
   1423	   42.551k	  -149.04p	  -956.56p	   807.52p	   10.000m	   12.384M
   1424	   42.551k	  -152.97p	  -956.44p	   803.47p	   10.000m	   12.446M
   1425	   42.552k	  -152.72p	  -940.88p	   788.15p	   10.000m	   12.688M
   1426	   42.552k	  -153.75p	  -937.66p	   783.91p	   10.000m	   12.757M
   1427	   42.553k	  -152.05p	  -967.28p	   815.24p	   10.000m	   12.266M
   1428	   42.553k	  -154.56p	  -940.59p	   786.03p	   10.000m	   12.722M
   1429	   42.554k	  -154.46p	  -962.00p	   807.54p	   10.000m	   12.383M
   1430	   42.554k	  -147.32p	  -935.37p	   788.05p	   10.000m	   12.689M
   1431	   42.554k	  -159.50p	  -942.84p	   783.34p	   10.000m	   12.766M
   1432	   42.555k	  -149.74p	  -994.91p	   845.17p	   10.000m	   11.832M
   1433	   42.555k	  -150.84p	  -947.37p	   796.54p	   10.000m	   12.554M
   1434	   42.556k	  -145.96p	  -938.13p	   792.17p	   10.000m	   12.624M
   1435	   42.556k	  -153.57p	  -959.53p	   805.96p	   10.000m	   12.408M
   1436	   42.557k	  -161.31p	  -929.91p	   768.60p	   10.000m	   13.011M
   1437	   42.557k	  -160.19p	  -954.38p	   794.18p	   10.000m	   12.592M
   1438	   42.557k	  -142.93p	  -936.69p	   793.76p	   10.000m	   12.598M
   1439	   42.558k	  -154.49p	  -960.72p	   806.23p	   10.000m	   12.403M
   1440	   42.558k	  -155.29p	  -936.28p	   781.00p	   10.000m	   12.804M
   1441	   42.559k	  -146.45p	  -932.34p	   785.90p	   10.000m	   12.724M
   1442	   42.559k	  -141.46p	  -929.16p	   787.70p	   10.000m	   12.695M
   1443	   42.560k	  -144.86p	  -937.41p	   792.55p	   10.000m	   12.617M
   1444	   42.560k	  -141.26p	  -935.72p	   794.46p	   10.000m	   12.587M
   1445	   42.561k	  -134.21p	  -926.84p	   792.64p	   10.000m	   12.616M
   1446	   42.561k	  -141.36p	  -958.41p	   817.04p	   10.000m	   12.239M
   1447	   42.561k	  -139.25p	  -923.16p	   783.90p	   10.000m	   12.757M
   1448	   42.562k	  -149.96p	  -937.00p	   787.04p	   10.000m	   12.706M
   1449	   42.562k	  -147.36p	  -934.34p	   786.98p	   10.000m	   12.707M
   1450	   42.563k	  -136.97p	  -924.00p	   787.03p	   10.000m	   12.706M
   1451	   42.563k	  -141.98p	  -923.28p	   781.30p	   10.000m	   12.799M
   1452	   42.564k	  -140.78p	  -924.50p	   783.72p	   10.000m	   12.760M
   1453	   42.564k	  -136.72p	  -926.53p	   789.82p	   10.000m	   12.661M
   1454	   42.564k	  -143.78p	  -926.81p	   783.03p	   10.000m	   12.771M
   1455	   42.565k	  -138.50p	  -933.91p	   795.41p	   10.000m	   12.572M
   1456	   42.565k	  -141.70p	  -927.28p	   785.58p	   10.000m	   12.729M
   1457	   42.566k	  -138.10p	  -920.97p	   782.87p	   10.000m	   12.774M
   1458	   42.566k	  -137.26p	  -919.69p	   782.43p	   10.000m	   12.781M
   1459	   42.567k	  -144.23p	  -933.28p	   789.05p	   10.000m	   12.674M
   1460	   42.567k	  -139.99p	  -946.28p	   806.30p	   10.000m	   12.402M
   1461	   42.568k	  -137.84p	  -926.97p	   789.13p	   10.000m	   12.672M
   1462	   42.568k	  -144.60p	  -912.81p	   768.22p	   10.000m	   13.017M
   1463	   42.568k	  -136.96p	  -932.44p	   795.48p	   10.000m	   12.571M
   1464	   42.569k	  -142.15p	  -920.00p	   777.85p	   10.000m	   12.856M
   1465	   42.569k	  -142.88p	  -913.78p	   770.90p	   10.000m	   12.972M
   1466	   42.570k	  -142.17p	  -928.56p	   786.39p	   10.000m	   12.716M
   1467	   42.570k	  -139.81p	  -911.25p	   771.44p	   10.000m	   12.963M
   1468	   42.571k	  -136.10p	  -919.38p	   783.27p	   10.000m	   12.767M
   1469	   42.571k	  -143.32p	  -922.00p	   778.68p	   10.000m	   12.842M
   1470	   42.571k	  -140.04p	  -913.56p	   773.52p	   10.000m	   12.928M
   1471	   42.572k	  -141.98p	  -919.38p	   777.40p	   10.000m	   12.863M
   1472	   42.572k	  -140.86p	  -920.41p	   779.55p	   10.000m	   12.828M
   1473	   42.573k	  -138.33p	  -921.56p	   783.23p	   10.000m	   12.768M
   1474	   42.573k	  -140.03p	  -922.50p	   782.47p	   10.000m	   12.780M
   1475	   42.574k	  -135.10p	  -917.56p	   782.46p	   10.000m	   12.780M
   1476	   42.574k	  -134.09p	  -913.87p	   779.78p	   10.000m	   12.824M
   1477	   42.575k	  -139.83p	  -919.22p	   779.39p	   10.000m	   12.831M
   1478	   42.575k	  -142.24p	  -933.41p	   791.17p	   10.000m	   12.640M
   1479	   42.575k	  -135.82p	  -912.72p	   776.90p	   10.000m	   12.872M
   1480	   42.576k	  -137.43p	  -922.38p	   784.95p	   10.000m	   12.740M
   1481	   42.576k	  -137.37p	  -912.72p	   775.35p	   10.000m	   12.897M
   1482	   42.577k	  -142.24p	  -928.47p	   786.23p	   10.000m	   12.719M
   1483	   42.577k	  -136.63p	  -919.06p	   782.43p	   10.000m	   12.781M
   1484	   42.578k	  -138.03p	  -900.59p	   762.56p	   10.000m	   13.114M
   1485	   42.578k	  -130.51p	  -910.25p	   779.74p	   10.000m	   12.825M
   1486	   42.578k	  -133.60p	  -912.62p	   779.02p	   10.000m	   12.837M
   1487	   42.579k	  -134.73p	  -918.78p	   784.05p	   10.000m	   12.754M
   1488	   42.579k	  -136.11p	  -926.44p	   790.32p	   10.000m	   12.653M
   1489	   42.580k	  -133.37p	  -924.53p	   791.16p	   10.000m	   12.640M
   1490	   42.580k	  -140.29p	  -926.59p	   786.30p	   10.000m	   12.718M
   1491	   42.581k	  -135.07p	  -917.06p	   781.99p	   10.000m	   12.788M
   1492	   42.581k	  -141.43p	  -922.97p	   781.54p	   10.000m	   12.795M
   1493	   42.582k	  -139.63p	  -901.50p	   761.87p	   10.000m	   13.126M
   1494	   42.582k	  -135.15p	  -914.19p	   779.03p	   10.000m	   12.836M
   1495	   42.582k	  -135.75p	  -919.66p	   783.90p	   10.000m	   12.757M
   1496	   42.583k	  -139.84p	  -910.37p	   770.54p	   10.000m	   12.978M
   1497	   42.583k	  -134.15p	  -906.22p	   772.07p	   10.000m	   12.952M
   1498	   42.584k	  -135.51p	  -901.53p	   766.02p	   10.000m	   13.055M
   1499	   42.584k	  -132.00p	  -916.78p	   784.78p	   10.000m	   12.742M
   1500	   42.585k	  -138.88p	  -919.44p	   780.56p	   10.000m	   12.811M
   1501	   42.585k	  -137.43p	  -919.12p	   781.69p	   10.000m	   12.793M
   1502	   42.585k	  -134.85p	  -921.47p	   786.62p	   10.000m	   12.713M
   1503	   42.586k	  -135.14p	  -928.41p	   793.27p	   10.000m	   12.606M
   1504	   42.586k	  -140.57p	  -912.81p	   772.24p	   10.000m	   12.949M
   1505	   42.587k	  -133.51p	  -921.03p	   787.52p	   10.000m	   12.698M
   1506	   42.587k	  -132.11p	  -911.31p	   779.20p	   10.000m	   12.834M
   1507	   42.588k	  -136.08p	  -907.94p	   771.86p	   10.000m	   12.956M
   1508	   42.588k	  -133.68p	  -907.28p	   773.60p	   10.000m	   12.927M
   1509	   42.589k	  -135.20p	  -919.91p	   784.71p	   10.000m	   12.744M
   1510	   42.589k	  -136.23p	  -905.16p	   768.92p	   10.000m	   13.005M
   1511	   42.589k	  -136.58p	  -906.59p	   770.02p	   10.000m	   12.987M
   1512	   42.590k	  -146.47p	  -915.19p	   768.71p	   10.000m	   13.009M
   1513	   42.590k	  -137.75p	  -923.53p	   785.78p	   10.000m	   12.726M
   1514	   42.591k	  -135.33p	  -917.00p	   781.67p	   10.000m	   12.793M
   1515	   42.591k	  -141.17p	  -920.09p	   778.93p	   10.000m	   12.838M
   1516	   42.592k	  -133.80p	  -915.69p	   781.89p	   10.000m	   12.790M
   1517	   42.592k	  -129.28p	  -917.94p	   788.65p	   10.000m	   12.680M
   1518	   42.592k	  -140.30p	  -911.97p	   771.67p	   10.000m	   12.959M
   1519	   42.593k	  -133.58p	  -913.13p	   779.54p	   10.000m	   12.828M
   1520	   42.593k	  -134.34p	  -906.22p	   771.88p	   10.000m	   12.955M
   1521	   42.594k	  -131.43p	  -902.44p	   771.01p	   10.000m	   12.970M
   1522	   42.594k	  -134.36p	  -909.28p	   774.92p	   10.000m	   12.905M
   1523	   42.595k	  -132.45p	  -918.06p	   785.61p	   10.000m	   12.729M
   1524	   42.595k	  -135.57p	  -913.69p	   778.12p	   10.000m	   12.851M
   1525	   42.596k	  -134.29p	  -908.91p	   774.62p	   10.000m	   12.910M
   1526	   42.596k	  -136.02p	  -908.91p	   772.88p	   10.000m	   12.939M
   1527	   42.596k	  -133.41p	  -907.72p	   774.30p	   10.000m	   12.915M
   1528	   42.597k	  -129.22p	  -897.59p	   768.37p	   10.000m	   13.015M
   1529	   42.597k	  -136.53p	  -906.72p	   770.19p	   10.000m	   12.984M
   1530	   42.598k	  -134.35p	  -918.78p	   784.43p	   10.000m	   12.748M
   1531	   42.598k	  -133.18p	  -920.72p	   787.54p	   10.000m	   12.698M
   1532	   42.599k	  -138.04p	  -918.06p	   780.02p	   10.000m	   12.820M
   1533	   42.599k	  -138.23p	  -922.09p	   783.87p	   10.000m	   12.757M
   1534	   42.599k	  -136.94p	  -900.72p	   763.77p	   10.000m	   13.093M
   1535	   42.600k	  -137.01p	  -912.69p	   775.67p	   10.000m	   12.892M
   1536	   42.600k	  -135.02p	  -915.41p	   780.39p	   10.000m	   12.814M
   1537	   42.601k	  -138.99p	  -919.41p	   780.41p	   10.000m	   12.814M
   1538	   42.601k	  -134.45p	  -923.28p	   788.83p	   10.000m	   12.677M
   1539	   42.602k	  -130.14p	  -939.66p	   809.52p	   10.000m	   12.353M
   1540	   42.602k	  -137.01p	  -902.84p	   765.83p	   10.000m	   13.058M
   1541	   42.603k	  -136.57p	  -908.06p	   771.49p	   10.000m	   12.962M
   1542	   42.603k	  -133.06p	  -896.28p	   763.22p	   10.000m	   13.102M
   1543	   42.603k	  -131.76p	  -916.84p	   785.09p	   10.000m	   12.737M
   1544	   42.604k	  -136.41p	  -914.03p	   777.62p	   10.000m	   12.860M
   1545	   42.604k	  -134.00p	  -901.94p	   767.94p	   10.000m	   13.022M
   1546	   42.605k	  -135.31p	  -914.41p	   779.10p	   10.000m	   12.835M
   1547	   42.605k	  -136.92p	  -912.41p	   775.48p	   10.000m	   12.895M
   1548	   42.606k	  -136.08p	  -916.34p	   780.27p	   10.000m	   12.816M
   1549	   42.606k	  -137.26p	  -909.50p	   772.24p	   10.000m	   12.949M
   1550	   42.606k	  -134.47p	  -908.25p	   773.78p	   10.000m	   12.924M
   1551	   42.607k	  -133.94p	  -903.75p	   769.81p	   10.000m	   12.990M
   1552	   42.607k	  -134.94p	  -909.00p	   774.06p	   10.000m	   12.919M
   1553	   42.608k	  -132.53p	  -906.19p	   773.65p	   10.000m	   12.926M
   1554	   42.608k	  -136.05p	  -916.34p	   780.30p	   10.000m	   12.816M
   1555	   42.609k	  -137.49p	  -921.53p	   784.04p	   10.000m	   12.754M
   1556	   42.609k	  -136.34p	  -917.66p	   781.32p	   10.000m	   12.799M
   1557	   42.610k	  -140.99p	  -911.47p	   770.48p	   10.000m	   12.979M
   1558	   42.610k	  -135.04p	  -904.34p	   769.30p	   10.000m	   12.999M
   1559	   42.610k	  -133.86p	  -912.06p	   778.20p	   10.000m	   12.850M
   1560	   42.611k	  -138.17p	  -917.28p	   779.11p	   10.000m	   12.835M
   1561	   42.611k	  -136.89p	  -931.09p	   794.21p	   10.000m	   12.591M
   1562	   42.612k	  -143.07p	  -930.59p	   787.52p	   10.000m	   12.698M
   1563	   42.612k	  -133.94p	  -920.16p	   786.21p	   10.000m	   12.719M
   1564	   42.613k	  -140.80p	  -912.56p	   771.76p	   10.000m	   12.957M
   1565	   42.613k	  -137.38p	  -922.09p	   784.72p	   10.000m	   12.743M
   1566	   42.613k	  -137.63p	  -914.25p	   776.62p	   10.000m	   12.876M
   1567	   42.614k	  -137.23p	  -918.44p	   781.21p	   10.000m	   12.801M
   1568	   42.614k	  -133.63p	  -914.06p	   780.43p	   10.000m	   12.813M
   1569	   42.615k	  -138.61p	  -909.38p	   770.77p	   10.000m	   12.974M
   1570	   42.615k	  -132.31p	  -921.34p	   789.04p	   10.000m	   12.674M
   1571	   42.616k	  -139.44p	  -925.81p	   786.37p	   10.000m	   12.717M
   1572	   42.616k	  -139.58p	  -933.75p	   794.17p	   10.000m	   12.592M
   1573	   42.617k	  -138.43p	  -915.66p	   777.22p	   10.000m	   12.866M
   1574	   42.617k	  -139.44p	  -931.28p	   791.84p	   10.000m	   12.629M
   1575	   42.617k	  -136.61p	  -915.84p	   779.24p	   10.000m	   12.833M
   1576	   42.618k	  -139.60p	  -911.62p	   772.03p	   10.000m	   12.953M
   1577	   42.618k	  -134.06p	  -905.09p	   771.04p	   10.000m	   12.970M
   1578	   42.619k	  -139.14p	  -916.25p	   777.11p	   10.000m	   12.868M
   1579	   42.619k	  -131.90p	  -903.78p	   771.88p	   10.000m	   12.955M
   1580	   42.620k	  -137.05p	  -914.59p	   777.54p	   10.000m	   12.861M
   1581	   42.620k	  -135.28p	  -923.28p	   788.00p	   10.000m	   12.690M
   1582	   42.620k	  -137.62p	  -911.97p	   774.35p	   10.000m	   12.914M
   1583	   42.621k	  -135.52p	  -910.19p	   774.67p	   10.000m	   12.909M
   1584	   42.621k	  -136.28p	  -912.78p	   776.50p	   10.000m	   12.878M
   1585	   42.622k	  -144.46p	  -925.84p	   781.38p	   10.000m	   12.798M
   1586	   42.622k	  -141.68p	  -918.03p	   776.36p	   10.000m	   12.881M
   1587	   42.623k	  -139.33p	  -907.56p	   768.23p	   10.000m	   13.017M
   1588	   42.623k	  -138.90p	  -900.56p	   761.66p	   10.000m	   13.129M
   1589	   42.624k	  -137.73p	  -907.81p	   770.08p	   10.000m	   12.986M
   1590	   42.624k	  -139.16p	  -907.22p	   768.06p	   10.000m	   13.020M
   1591	   42.624k	  -143.17p	  -921.59p	   778.42p	   10.000m	   12.846M
   1592	   42.625k	  -138.55p	  -916.34p	   777.79p	   10.000m	   12.857M
   1593	   42.625k	  -133.91p	  -905.78p	   771.87p	   10.000m	   12.955M
   1594	   42.626k	  -135.53p	  -909.81p	   774.29p	   10.000m	   12.915M
   1595	   42.626k	  -138.21p	  -924.53p	   786.32p	   10.000m	   12.717M
   1596	   42.627k	  -137.11p	  -909.16p	   772.05p	   10.000m	   12.953M
   1597	   42.627k	  -140.76p	  -908.37p	   767.61p	   10.000m	   13.027M
   1598	   42.627k	  -142.04p	  -921.03p	   778.99p	   10.000m	   12.837M
   1599	   42.628k	  -142.85p	  -921.78p	   778.93p	   10.000m	   12.838M
   1600	   42.628k	  -142.38p	  -916.44p	   774.06p	   10.000m	   12.919M
   1601	   42.629k	  -140.26p	  -921.19p	   780.93p	   10.000m	   12.805M
   1602	   42.629k	  -138.83p	  -914.47p	   775.64p	   10.000m	   12.893M
   1603	   42.630k	  -148.52p	  -946.19p	   797.67p	   10.000m	   12.536M
   1604	   42.630k	  -142.74p	  -931.19p	   788.45p	   10.000m	   12.683M
   1605	   42.631k	  -141.57p	  -917.38p	   775.80p	   10.000m	   12.890M
   1606	   42.631k	  -144.50p	  -919.22p	   774.72p	   10.000m	   12.908M
   1607	   42.631k	  -138.06p	  -909.66p	   771.60p	   10.000m	   12.960M
   1608	   42.632k	  -140.01p	  -918.66p	   778.64p	   10.000m	   12.843M
   1609	   42.632k	  -143.31p	  -909.44p	   766.13p	   10.000m	   13.053M
   1610	   42.633k	  -135.33p	  -904.84p	   769.51p	   10.000m	   12.995M
   1611	   42.633k	  -135.80p	  -910.81p	   775.01p	   10.000m	   12.903M
   1612	   42.634k	  -140.31p	  -909.62p	   769.31p	   10.000m	   12.999M
   1613	   42.634k	  -141.39p	  -910.94p	   769.55p	   10.000m	   12.995M
   1614	   42.634k	  -137.59p	  -897.03p	   759.44p	   10.000m	   13.168M
   1615	   42.635k	  -143.11p	  -898.19p	   755.07p	   10.000m	   13.244M
   1616	   42.635k	  -132.84p	  -918.69p	   785.85p	   10.000m	   12.725M
   1617	   42.636k	  -138.90p	  -909.50p	   770.60p	   10.000m	   12.977M
   1618	   42.636k	  -134.39p	  -910.84p	   776.45p	   10.000m	   12.879M
   1619	   42.637k	  -139.80p	  -913.16p	   773.36p	   10.000m	   12.931M
   1620	   42.637k	  -143.28p	  -911.44p	   768.16p	   10.000m	   13.018M
   1621	   42.638k	  -143.87p	  -918.87p	   775.01p	   10.000m	   12.903M
   1622	   42.638k	  -140.84p	  -922.87p	   782.03p	   10.000m	   12.787M
   1623	   42.638k	  -141.29p	  -910.56p	   769.27p	   10.000m	   12.999M
   1624	   42.639k	  -138.78p	  -911.09p	   772.31p	   10.000m	   12.948M
   1625	   42.639k	  -135.10p	  -895.91p	   760.80p	   10.000m	   13.144M
   1626	   42.640k	  -134.61p	  -900.03p	   765.42p	   10.000m	   13.065M
   1627	   42.640k	  -137.40p	  -913.19p	   775.79p	   10.000m	   12.890M
   1628	   42.641k	  -134.92p	  -902.53p	   767.61p	   10.000m	   13.027M
   1629	   42.641k	  -140.20p	  -909.34p	   769.14p	   10.000m	   13.002M
   1630	   42.641k	  -138.02p	  -898.87p	   760.86p	   10.000m	   13.143M
   1631	   42.642k	  -139.70p	  -911.25p	   771.55p	   10.000m	   12.961M
   1632	   42.642k	  -142.14p	  -905.44p	   763.30p	   10.000m	   13.101M
   1633	   42.643k	  -142.38p	  -909.12p	   766.74p	   10.000m	   13.042M
   1634	   42.643k	  -140.81p	  -908.28p	   767.47p	   10.000m	   13.030M
   1635	   42.644k	  -137.33p	  -923.19p	   785.85p	   10.000m	   12.725M
   1636	   42.644k	  -136.56p	  -903.75p	   767.19p	   10.000m	   13.035M
   1637	   42.645k	  -139.76p	  -911.47p	   771.71p	   10.000m	   12.958M
   1638	   42.645k	  -138.97p	  -919.03p	   780.06p	   10.000m	   12.820M
   1639	   42.645k	  -137.64p	  -912.03p	   774.39p	   10.000m	   12.913M
   1640	   42.646k	  -146.27p	  -898.97p	   752.70p	   10.000m	   13.286M
   1641	   42.646k	  -142.10p	  -898.34p	   756.24p	   10.000m	   13.223M
